transaction_id,business_id,transaction_date,transaction_type,category,amount,opening_balance,closing_balance,reference_entity,reference_id,description
TXN_00006069,MSME_GJ_0031,2026-05-26 13:03:00,DEBIT,TRANSPORTATION,118240.58,4742774.65,4624534.07,EXPENSE,EXP_0004259,NetBanking-Transportation operational expenditure
TXN_00006070,MSME_GJ_0031,2026-05-26 13:07:00,DEBIT,MISCELLANEOUS,41518.37,4624534.07,4583015.7,EXPENSE,EXP_0004260,NetBanking-Miscellaneous operational expenditure
TXN_00006071,MSME_GJ_0031,2026-05-26 14:33:00,CREDIT,CUSTOMER_PAYMENT,651602.84,4583015.7,5234618.54,INVOICE,INV_0001464,Payment received from Majumdar PLC Trading
TXN_00006072,MSME_GJ_0031,2026-05-27 15:41:00,DEBIT,RAW_MATERIALS,617118.35,5234618.54,4617500.19,EXPENSE,EXP_0004258,NEFT-Operational material procurement
TXN_00006073,MSME_GJ_0031,2026-05-29 14:24:00,DEBIT,RAW_MATERIALS,33748.15,4617500.19,4583752.04,EXPENSE,EXP_0004256,Cheque-Operational material procurement
TXN_00006074,MSME_GJ_0031,2026-05-31 15:02:00,DEBIT,RAW_MATERIALS,249374.88,4583752.04,4334377.16,EXPENSE,EXP_0004257,Cheque-Operational material procurement
TXN_00006075,MSME_GJ_0031,2026-05-31 16:01:00,DEBIT,UTILITIES,289920.96,4334377.16,4044456.2,EXPENSE,EXP_0004254,UPI-Electricity and water utility charges
TXN_00006076,MSME_GJ_0031,2026-06-13 14:13:00,DEBIT,PROFESSIONAL_FEES,71548.59,4044456.2,3972907.61,EXPENSE,EXP_0004261,IMPS-Professional Fees operational expenditure
TXN_00006077,MSME_GJ_0031,2026-06-14 15:22:00,DEBIT,PROFESSIONAL_FEES,106933.58,3972907.61,3865974.03,EXPENSE,EXP_0004262,NetBanking-Professional Fees operational expenditure
TXN_00006078,MSME_GJ_0031,2026-06-15 15:14:00,DEBIT,RAW_MATERIALS,307762.62,3865974.03,3558211.41,EXPENSE,EXP_0004255,NEFT-Operational material procurement
TXN_00006079,MSME_GJ_0031,2026-06-19 14:30:00,DEBIT,GST_PAYMENT,190415.69,3558211.41,3367795.72,GST,GST_0000370,GST Payment Challan 2026-05 GSTR-3B
TXN_00006080,MSME_GJ_0031,2026-06-22 09:18:00,DEBIT,SALARY,405179.8,3367795.72,2962615.92,EXPENSE,EXP_0004263,NEFT-Monthly employee payroll
TXN_00006081,MSME_GJ_0031,2026-06-25 14:46:00,DEBIT,RAW_MATERIALS,50677.97,2962615.92,2911937.95,EXPENSE,EXP_0004267,Cheque-Operational material procurement
TXN_00006082,MSME_GJ_0031,2026-06-26 09:30:00,DEBIT,RENT,135059.93,2911937.95,2776878.02,EXPENSE,EXP_0004264,NetBanking-Commercial office/warehouse rent
TXN_00006083,MSME_GJ_0031,2026-06-27 13:38:00,DEBIT,SOFTWARE,8359.9,2776878.02,2768518.12,EXPENSE,EXP_0004271,IMPS-Software operational expenditure
TXN_00006084,MSME_GJ_0031,2026-06-27 16:29:00,DEBIT,MISCELLANEOUS,172342.15,2768518.12,2596175.97,EXPENSE,EXP_0004272,IMPS-Miscellaneous operational expenditure
TXN_00006085,MSME_GJ_0031,2026-06-28 10:18:00,CREDIT,CUSTOMER_PAYMENT,181026.22,2596175.97,2777202.19,INVOICE,INV_0001469,"Payment received from Lata, Khare and Bhatti Trading"
TXN_00006086,MSME_GJ_0031,2026-07-01 10:23:00,DEBIT,UTILITIES,270119.86,2777202.19,2507082.33,EXPENSE,EXP_0004265,UPI-Electricity and water utility charges
TXN_00006087,MSME_GJ_0031,2026-07-01 10:51:00,DEBIT,RAW_MATERIALS,148353.37,2507082.33,2358728.96,EXPENSE,EXP_0004268,NEFT-Operational material procurement
TXN_00006088,MSME_GJ_0031,2026-07-03 17:47:00,DEBIT,RAW_MATERIALS,643088.98,2358728.96,1715639.98,EXPENSE,EXP_0004269,RTGS-Operational material procurement
TXN_00006089,MSME_GJ_0031,2026-07-06 13:10:00,DEBIT,RAW_MATERIALS,283379.11,1715639.98,1432260.87,EXPENSE,EXP_0004266,Cheque-Operational material procurement
TXN_00006090,MSME_GJ_0031,2026-07-10 10:32:00,CREDIT,CUSTOMER_PAYMENT,276699.78,1432260.87,1708960.65,INVOICE,INV_0001470,"Payment received from Chaudhuri, Majumdar and Kara Trading"
TXN_00006091,MSME_GJ_0031,2026-07-11 15:18:00,CREDIT,CUSTOMER_PAYMENT,1182796.59,1708960.65,2891757.24,INVOICE,INV_0001467,Payment received from Choudhry and Sons Trading
TXN_00006092,MSME_GJ_0031,2026-07-12 16:37:00,DEBIT,MARKETING,22569.66,2891757.24,2869187.58,EXPENSE,EXP_0004273,UPI-Marketing operational expenditure
TXN_00006093,MSME_GJ_0031,2026-07-17 16:07:00,DEBIT,MARKETING,111868.13,2869187.58,2757319.45,EXPENSE,EXP_0004270,IMPS-Marketing operational expenditure
TXN_00006094,MSME_GJ_0031,2026-07-18 14:30:00,DEBIT,GST_PAYMENT,234893.31,2757319.45,2522426.14,GST,GST_0000371,GST Payment Challan 2026-06 GSTR-3B
TXN_00006095,MSME_GJ_0031,2026-07-22 11:37:00,DEBIT,SALARY,416116.72,2522426.14,2106309.42,EXPENSE,EXP_0004274,NEFT-Monthly employee payroll
TXN_00006096,MSME_GJ_0031,2026-07-24 09:49:00,DEBIT,RAW_MATERIALS,259620.27,2106309.42,1846689.15,EXPENSE,EXP_0004279,RTGS-Operational material procurement
TXN_00006097,MSME_GJ_0031,2026-07-24 11:17:00,DEBIT,MISCELLANEOUS,84571.44,1846689.15,1762117.71,EXPENSE,EXP_0004284,UPI-Miscellaneous operational expenditure
TXN_00006098,MSME_GJ_0031,2026-07-24 14:55:00,CREDIT,CUSTOMER_PAYMENT,2198261.04,1762117.71,3960378.75,INVOICE,INV_0001472,Payment received from Kannan Ltd Trading
TXN_00006099,MSME_GJ_0031,2026-07-26 15:04:00,DEBIT,RENT,138705.57,3960378.75,3821673.18,EXPENSE,EXP_0004275,NetBanking-Commercial office/warehouse rent
TXN_00006100,MSME_GJ_0031,2026-07-27 09:58:00,DEBIT,RAW_MATERIALS,58309.34,3821673.18,3763363.84,EXPENSE,EXP_0004281,RTGS-Operational material procurement
TXN_00006101,MSME_GJ_0031,2026-07-30 15:58:00,DEBIT,MARKETING,9780.94,3763363.84,3753582.9,EXPENSE,EXP_0004283,IMPS-Marketing operational expenditure
TXN_00006102,MSME_GJ_0031,2026-07-31 12:59:00,DEBIT,UTILITIES,277411.14,3753582.9,3476171.76,EXPENSE,EXP_0004276,UPI-Electricity and water utility charges
TXN_00006103,MSME_GJ_0031,2026-08-04 13:12:00,CREDIT,CUSTOMER_PAYMENT,2032901.44,3476171.76,5509073.2,INVOICE,INV_0001468,Payment received from Bera Inc Trading
TXN_00006104,MSME_GJ_0031,2026-08-09 10:36:00,CREDIT,CUSTOMER_PAYMENT,567763.92,5509073.2,6076837.12,INVOICE,INV_0001471,"Payment received from Ravel, Ramanathan and Ramaswamy Distributors"
TXN_00006105,MSME_GJ_0031,2026-08-09 16:20:00,DEBIT,MARKETING,135455.01,6076837.12,5941382.11,EXPENSE,EXP_0004282,IMPS-Marketing operational expenditure
TXN_00006106,MSME_GJ_0031,2026-08-11 10:15:00,DEBIT,RAW_MATERIALS,168670.87,5941382.11,5772711.24,EXPENSE,EXP_0004277,Cheque-Operational material procurement
TXN_00006107,MSME_GJ_0031,2026-08-13 11:29:00,DEBIT,MISCELLANEOUS,93838.95,5772711.24,5678872.29,EXPENSE,EXP_0004285,IMPS-Miscellaneous operational expenditure
TXN_00006108,MSME_GJ_0031,2026-08-13 16:05:00,DEBIT,RAW_MATERIALS,216520.96,5678872.29,5462351.33,EXPENSE,EXP_0004278,NEFT-Operational material procurement
TXN_00006109,MSME_GJ_0031,2026-08-14 17:38:00,CREDIT,CUSTOMER_PAYMENT,297929.7,5462351.33,5760281.03,INVOICE,INV_0001473,"Payment received from Loyal, Tandon and Jha Enterprises"
TXN_00006110,MSME_GJ_0031,2026-08-17 10:59:00,DEBIT,RAW_MATERIALS,452758.34,5760281.03,5307522.69,EXPENSE,EXP_0004280,RTGS-Operational material procurement
TXN_00006111,MSME_GJ_0031,2026-08-18 14:30:00,DEBIT,GST_PAYMENT,191947.68,5307522.69,5115575.01,GST,GST_0000372,GST Payment Challan 2026-07 GSTR-3B
TXN_00006112,MSME_GJ_0031,2026-08-20 15:24:00,CREDIT,CUSTOMER_PAYMENT,2067022.07,5115575.01,7182597.08,INVOICE,INV_0001476,Payment received from Goyal PLC Enterprises
TXN_00006113,MSME_GJ_0032,2025-08-21 11:42:00,DEBIT,SALARY,440752.5,180000.0,-260752.5,EXPENSE,EXP_0004286,NEFT-Monthly employee payroll
TXN_00006114,MSME_GJ_0032,2025-08-25 14:47:00,DEBIT,RENT,146917.5,-260752.5,-407670.0,EXPENSE,EXP_0004287,NetBanking-Commercial office/warehouse rent
TXN_00006115,MSME_GJ_0032,2025-08-26 11:01:00,DEBIT,RAW_MATERIALS,704870.74,-407670.0,-1112540.74,EXPENSE,EXP_0004289,NEFT-Operational material procurement
TXN_00006116,MSME_GJ_0032,2025-08-26 15:52:00,DEBIT,SOFTWARE,4739.38,-1112540.74,-1117280.12,EXPENSE,EXP_0004295,NetBanking-Software operational expenditure
TXN_00006117,MSME_GJ_0032,2025-08-30 15:05:00,DEBIT,UTILITIES,293835.0,-1117280.12,-1411115.12,EXPENSE,EXP_0004288,UPI-Electricity and water utility charges
TXN_00006118,MSME_GJ_0032,2025-09-01 16:17:00,DEBIT,MARKETING,252494.92,-1411115.12,-1663610.04,EXPENSE,EXP_0004293,NetBanking-Marketing operational expenditure
TXN_00006119,MSME_GJ_0032,2025-09-03 09:59:00,DEBIT,TRANSPORTATION,17891.87,-1663610.04,-1681501.91,EXPENSE,EXP_0004294,NetBanking-Transportation operational expenditure
TXN_00006120,MSME_GJ_0032,2025-09-06 10:51:00,DEBIT,RAW_MATERIALS,49528.02,-1681501.91,-1731029.93,EXPENSE,EXP_0004292,NEFT-Operational material procurement
TXN_00006121,MSME_GJ_0032,2025-09-06 14:28:00,DEBIT,MAINTENANCE,67681.33,-1731029.93,-1798711.26,EXPENSE,EXP_0004296,NetBanking-Maintenance operational expenditure
TXN_00006122,MSME_GJ_0032,2025-09-06 16:13:00,DEBIT,RAW_MATERIALS,234202.92,-1798711.26,-2032914.18,EXPENSE,EXP_0004290,Cheque-Operational material procurement
TXN_00006123,MSME_GJ_0032,2025-09-11 12:11:00,DEBIT,RAW_MATERIALS,235710.83,-2032914.18,-2268625.01,EXPENSE,EXP_0004291,RTGS-Operational material procurement
TXN_00006124,MSME_GJ_0032,2025-09-18 14:30:00,DEBIT,GST_PAYMENT,217953.63,-2268625.01,-2486578.64,GST,GST_0000373,GST Payment Challan 2025-08 GSTR-3B
TXN_00006125,MSME_GJ_0032,2025-09-20 14:26:00,DEBIT,SALARY,424245.2,-2486578.64,-2910823.84,EXPENSE,EXP_0004297,NEFT-Monthly employee payroll
TXN_00006126,MSME_GJ_0032,2025-09-24 10:25:00,DEBIT,RENT,141415.07,-2910823.84,-3052238.91,EXPENSE,EXP_0004298,NetBanking-Commercial office/warehouse rent
TXN_00006127,MSME_GJ_0032,2025-09-24 14:53:00,DEBIT,MARKETING,112292.07,-3052238.91,-3164530.98,EXPENSE,EXP_0004303,IMPS-Marketing operational expenditure
TXN_00006128,MSME_GJ_0032,2025-09-24 16:55:00,DEBIT,RAW_MATERIALS,317697.58,-3164530.98,-3482228.56,EXPENSE,EXP_0004301,RTGS-Operational material procurement
TXN_00006129,MSME_GJ_0032,2025-09-25 10:57:00,DEBIT,PROFESSIONAL_FEES,76417.54,-3482228.56,-3558646.1,EXPENSE,EXP_0004306,NetBanking-Professional Fees operational expenditure
TXN_00006130,MSME_GJ_0032,2025-09-26 17:30:00,CREDIT,CUSTOMER_PAYMENT,1822304.35,-3558646.1,-1736341.75,INVOICE,INV_0001480,Payment received from Nath PLC Trading
TXN_00006131,MSME_GJ_0032,2025-09-28 13:32:00,DEBIT,PROFESSIONAL_FEES,15907.92,-1736341.75,-1752249.67,EXPENSE,EXP_0004304,UPI-Professional Fees operational expenditure
TXN_00006132,MSME_GJ_0032,2025-09-29 09:32:00,CREDIT,CUSTOMER_PAYMENT,20565.43,-1752249.67,-1731684.24,INVOICE,INV_0001482,Payment received from Narula-Bhat Enterprises
TXN_00006133,MSME_GJ_0032,2025-09-29 16:13:00,DEBIT,UTILITIES,282830.13,-1731684.24,-2014514.37,EXPENSE,EXP_0004299,UPI-Electricity and water utility charges
TXN_00006134,MSME_GJ_0032,2025-09-30 11:11:00,DEBIT,RAW_MATERIALS,535884.26,-2014514.37,-2550398.63,EXPENSE,EXP_0004300,NEFT-Operational material procurement
TXN_00006135,MSME_GJ_0032,2025-10-03 10:44:00,DEBIT,RAW_MATERIALS,324877.03,-2550398.63,-2875275.66,EXPENSE,EXP_0004302,NEFT-Operational material procurement
TXN_00006136,MSME_GJ_0032,2025-10-03 14:02:00,CREDIT,CUSTOMER_PAYMENT,999790.93,-2875275.66,-1875484.73,INVOICE,INV_0001478,Payment received from Bhagat-Chad Enterprises
TXN_00006137,MSME_GJ_0032,2025-10-13 09:09:00,CREDIT,CUSTOMER_PAYMENT,163304.09,-1875484.73,-1712180.64,INVOICE,INV_0001481,Payment received from Mannan PLC Distributors
TXN_00006138,MSME_GJ_0032,2025-10-16 11:18:00,CREDIT,CUSTOMER_PAYMENT,256734.89,-1712180.64,-1455445.75,INVOICE,INV_0001479,Payment received from Madan Ltd Enterprises
TXN_00006139,MSME_GJ_0032,2025-10-16 13:07:00,DEBIT,PROFESSIONAL_FEES,125350.96,-1455445.75,-1580796.71,EXPENSE,EXP_0004305,IMPS-Professional Fees operational expenditure
TXN_00006140,MSME_GJ_0032,2025-10-18 14:30:00,DEBIT,GST_PAYMENT,185665.09,-1580796.71,-1766461.8,GST,GST_0000374,GST Payment Challan 2025-09 GSTR-3B
TXN_00006141,MSME_GJ_0032,2025-10-19 06:00:00,DEBIT,LOAN_EMI,315417.61,-1766461.8,-2081879.41,LOAN,LOAN_00022,Auto-Debit EMI to HDFC Bank
TXN_00006142,MSME_GJ_0032,2025-10-19 14:33:00,CREDIT,CUSTOMER_PAYMENT,707130.04,-2081879.41,-1374749.37,INVOICE,INV_0001483,Payment received from Vaidya Ltd Trading
TXN_00006143,MSME_GJ_0032,2025-10-21 12:44:00,DEBIT,SALARY,418142.83,-1374749.37,-1792892.2,EXPENSE,EXP_0004307,NEFT-Monthly employee payroll
TXN_00006144,MSME_GJ_0032,2025-10-25 09:08:00,DEBIT,RENT,139380.94,-1792892.2,-1932273.14,EXPENSE,EXP_0004308,NetBanking-Commercial office/warehouse rent
TXN_00006145,MSME_GJ_0032,2025-10-26 11:38:00,DEBIT,RAW_MATERIALS,434303.88,-1932273.14,-2366577.02,EXPENSE,EXP_0004310,RTGS-Operational material procurement
TXN_00006146,MSME_GJ_0032,2025-10-29 17:45:00,DEBIT,PROFESSIONAL_FEES,93529.12,-2366577.02,-2460106.14,EXPENSE,EXP_0004314,UPI-Professional Fees operational expenditure
TXN_00006147,MSME_GJ_0032,2025-10-30 12:15:00,DEBIT,UTILITIES,278761.88,-2460106.14,-2738868.02,EXPENSE,EXP_0004309,UPI-Electricity and water utility charges
TXN_00006148,MSME_GJ_0032,2025-10-30 16:35:00,DEBIT,MAINTENANCE,181378.05,-2738868.02,-2920246.07,EXPENSE,EXP_0004313,IMPS-Maintenance operational expenditure
TXN_00006149,MSME_GJ_0032,2025-11-02 14:50:00,DEBIT,RAW_MATERIALS,489968.1,-2920246.07,-3410214.17,EXPENSE,EXP_0004311,RTGS-Operational material procurement
TXN_00006150,MSME_GJ_0032,2025-11-04 10:39:00,DEBIT,MAINTENANCE,50315.03,-3410214.17,-3460529.2,EXPENSE,EXP_0004315,NetBanking-Maintenance operational expenditure
TXN_00006151,MSME_GJ_0032,2025-11-05 06:00:00,DEBIT,LOAN_EMI,315417.61,-3460529.2,-3775946.81,LOAN,LOAN_00022,Auto-Debit EMI to HDFC Bank
TXN_00006152,MSME_GJ_0032,2025-11-09 15:20:00,CREDIT,CUSTOMER_PAYMENT,402127.75,-3775946.81,-3373819.06,INVOICE,INV_0001486,Payment received from Dubey LLC Trading
TXN_00006153,MSME_GJ_0032,2025-11-10 12:17:00,CREDIT,CUSTOMER_PAYMENT,1572753.61,-3373819.06,-1801065.45,INVOICE,INV_0001485,Payment received from Tandon and Sons Enterprises
TXN_00006154,MSME_GJ_0032,2025-11-11 11:28:00,CREDIT,CUSTOMER_PAYMENT,536633.32,-1801065.45,-1264432.13,INVOICE,INV_0001484,"Payment received from Bera, Jayaraman and Varty Trading"
TXN_00006155,MSME_GJ_0032,2025-11-11 11:43:00,DEBIT,RAW_MATERIALS,237235.87,-1264432.13,-1501668.0,EXPENSE,EXP_0004312,RTGS-Operational material procurement
TXN_00006156,MSME_GJ_0032,2025-11-19 14:30:00,DEBIT,GST_PAYMENT,278630.45,-1501668.0,-1780298.45,GST,GST_0000375,GST Payment Challan 2025-10 GSTR-3B
TXN_00006157,MSME_GJ_0032,2025-11-20 10:07:00,DEBIT,SALARY,437129.14,-1780298.45,-2217427.59,EXPENSE,EXP_0004316,NEFT-Monthly employee payroll
TXN_00006158,MSME_GJ_0032,2025-11-23 15:19:00,CREDIT,CUSTOMER_PAYMENT,241515.05,-2217427.59,-1975912.54,INVOICE,INV_0001487,"Payment received from Mukhopadhyay, Ahuja and Sundaram Trading"
TXN_00006159,MSME_GJ_0032,2025-11-24 14:20:00,DEBIT,RENT,145709.71,-1975912.54,-2121622.25,EXPENSE,EXP_0004317,NetBanking-Commercial office/warehouse rent
TXN_00006160,MSME_GJ_0032,2025-11-27 10:23:00,DEBIT,RAW_MATERIALS,311081.06,-2121622.25,-2432703.31,EXPENSE,EXP_0004322,Cheque-Operational material procurement
TXN_00006161,MSME_GJ_0032,2025-11-28 16:15:00,DEBIT,SOFTWARE,93896.82,-2432703.31,-2526600.13,EXPENSE,EXP_0004325,UPI-Software operational expenditure
TXN_00006162,MSME_GJ_0032,2025-11-29 10:38:00,DEBIT,UTILITIES,291419.43,-2526600.13,-2818019.56,EXPENSE,EXP_0004318,UPI-Electricity and water utility charges
TXN_00006163,MSME_GJ_0032,2025-11-30 14:03:00,DEBIT,RAW_MATERIALS,669831.5,-2818019.56,-3487851.06,EXPENSE,EXP_0004320,NEFT-Operational material procurement
TXN_00006164,MSME_GJ_0032,2025-12-05 06:00:00,DEBIT,LOAN_EMI,315417.61,-3487851.06,-3803268.67,LOAN,LOAN_00022,Auto-Debit EMI to HDFC Bank
TXN_00006165,MSME_GJ_0032,2025-12-06 10:09:00,CREDIT,CUSTOMER_PAYMENT,2373221.64,-3803268.67,-1430047.03,INVOICE,INV_0001488,"Payment received from Iyer, Contractor and Bhavsar Distributors"
TXN_00006166,MSME_GJ_0032,2025-12-06 10:31:00,DEBIT,RAW_MATERIALS,70134.63,-1430047.03,-1500181.66,EXPENSE,EXP_0004321,RTGS-Operational material procurement
TXN_00006167,MSME_GJ_0032,2025-12-07 11:59:00,DEBIT,RAW_MATERIALS,111262.22,-1500181.66,-1611443.88,EXPENSE,EXP_0004319,RTGS-Operational material procurement
TXN_00006168,MSME_GJ_0032,2025-12-09 15:28:00,DEBIT,RAW_MATERIALS,51938.2,-1611443.88,-1663382.08,EXPENSE,EXP_0004323,RTGS-Operational material procurement
TXN_00006169,MSME_GJ_0032,2025-12-10 14:06:00,DEBIT,PROFESSIONAL_FEES,23134.09,-1663382.08,-1686516.17,EXPENSE,EXP_0004324,UPI-Professional Fees operational expenditure
TXN_00006170,MSME_GJ_0032,2025-12-13 14:39:00,DEBIT,PROFESSIONAL_FEES,222958.41,-1686516.17,-1909474.58,EXPENSE,EXP_0004326,UPI-Professional Fees operational expenditure
TXN_00006171,MSME_GJ_0032,2025-12-15 12:14:00,CREDIT,CUSTOMER_PAYMENT,731617.89,-1909474.58,-1177856.69,INVOICE,INV_0001491,Payment received from Jayaraman Inc Enterprises
TXN_00006172,MSME_GJ_0032,2025-12-16 14:30:00,DEBIT,GST_PAYMENT,240037.97,-1177856.69,-1417894.66,GST,GST_0000376,GST Payment Challan 2025-11 GSTR-3B
TXN_00006173,MSME_GJ_0032,2025-12-21 11:29:00,DEBIT,SALARY,416795.25,-1417894.66,-1834689.91,EXPENSE,EXP_0004327,NEFT-Monthly employee payroll
TXN_00006174,MSME_GJ_0032,2025-12-25 11:23:00,DEBIT,RENT,138931.75,-1834689.91,-1973621.66,EXPENSE,EXP_0004328,NetBanking-Commercial office/warehouse rent
TXN_00006175,MSME_GJ_0032,2025-12-27 14:26:00,DEBIT,TRANSPORTATION,280917.92,-1973621.66,-2254539.58,EXPENSE,EXP_0004338,IMPS-Transportation operational expenditure
TXN_00006176,MSME_GJ_0032,2025-12-29 10:01:00,DEBIT,RAW_MATERIALS,43.02,-2254539.58,-2254582.6,EXPENSE,EXP_0004331,Cheque-Operational material procurement
TXN_00006177,MSME_GJ_0032,2025-12-30 09:39:00,CREDIT,CUSTOMER_PAYMENT,785646.84,-2254582.6,-1468935.76,INVOICE,INV_0001493,Payment received from Raman-Bhakta Trading
TXN_00006178,MSME_GJ_0032,2025-12-30 11:05:00,CREDIT,CUSTOMER_PAYMENT,1043468.45,-1468935.76,-425467.31,INVOICE,INV_0001489,Payment received from Dua PLC Distributors
TXN_00006179,MSME_GJ_0032,2025-12-30 16:44:00,DEBIT,UTILITIES,277863.5,-425467.31,-703330.81,EXPENSE,EXP_0004329,UPI-Electricity and water utility charges
TXN_00006180,MSME_GJ_0032,2025-12-31 13:39:00,DEBIT,RAW_MATERIALS,34808.18,-703330.81,-738138.99,EXPENSE,EXP_0004335,RTGS-Operational material procurement
TXN_00006181,MSME_GJ_0032,2026-01-01 14:20:00,DEBIT,RAW_MATERIALS,351895.39,-738138.99,-1090034.38,EXPENSE,EXP_0004333,NEFT-Operational material procurement
TXN_00006182,MSME_GJ_0032,2026-01-02 12:55:00,DEBIT,RAW_MATERIALS,46990.74,-1090034.38,-1137025.12,EXPENSE,EXP_0004330,Cheque-Operational material procurement
TXN_00006183,MSME_GJ_0032,2026-01-04 17:00:00,DEBIT,MISCELLANEOUS,15273.34,-1137025.12,-1152298.46,EXPENSE,EXP_0004337,UPI-Miscellaneous operational expenditure
TXN_00006184,MSME_GJ_0032,2026-01-05 06:00:00,DEBIT,LOAN_EMI,315417.61,-1152298.46,-1467716.07,LOAN,LOAN_00022,Auto-Debit EMI to HDFC Bank
TXN_00006185,MSME_GJ_0032,2026-01-05 15:12:00,CREDIT,CUSTOMER_PAYMENT,606417.25,-1467716.07,-861298.82,INVOICE,INV_0001492,Payment received from Bakshi-Tiwari Distributors
TXN_00006186,MSME_GJ_0032,2026-01-12 09:13:00,DEBIT,RAW_MATERIALS,256926.57,-861298.82,-1118225.39,EXPENSE,EXP_0004334,RTGS-Operational material procurement
TXN_00006187,MSME_GJ_0032,2026-01-13 09:39:00,DEBIT,RAW_MATERIALS,467100.69,-1118225.39,-1585326.08,EXPENSE,EXP_0004332,NEFT-Operational material procurement
TXN_00006188,MSME_GJ_0032,2026-01-16 09:10:00,DEBIT,MISCELLANEOUS,27982.82,-1585326.08,-1613308.9,EXPENSE,EXP_0004336,UPI-Miscellaneous operational expenditure
TXN_00006189,MSME_GJ_0032,2026-01-18 14:30:00,DEBIT,GST_PAYMENT,210137.63,-1613308.9,-1823446.53,GST,GST_0000377,GST Payment Challan 2025-12 GSTR-3B
TXN_00006190,MSME_GJ_0032,2026-01-19 15:22:00,CREDIT,CUSTOMER_PAYMENT,177723.04,-1823446.53,-1645723.49,INVOICE,INV_0001490,Payment received from Venkatesh Inc Enterprises
TXN_00006191,MSME_GJ_0032,2026-01-20 16:56:00,DEBIT,SALARY,427316.96,-1645723.49,-2073040.45,EXPENSE,EXP_0004339,NEFT-Monthly employee payroll
TXN_00006192,MSME_GJ_0032,2026-01-22 16:05:00,DEBIT,RAW_MATERIALS,149200.41,-2073040.45,-2222240.86,EXPENSE,EXP_0004343,RTGS-Operational material procurement
TXN_00006193,MSME_GJ_0032,2026-01-24 12:27:00,DEBIT,RENT,142438.99,-2222240.86,-2364679.85,EXPENSE,EXP_0004340,NetBanking-Commercial office/warehouse rent
TXN_00006194,MSME_GJ_0032,2026-01-29 09:24:00,DEBIT,MAINTENANCE,119130.44,-2364679.85,-2483810.29,EXPENSE,EXP_0004348,UPI-Maintenance operational expenditure
TXN_00006195,MSME_GJ_0032,2026-01-29 11:42:00,DEBIT,UTILITIES,284877.97,-2483810.29,-2768688.26,EXPENSE,EXP_0004341,UPI-Electricity and water utility charges
TXN_00006196,MSME_GJ_0032,2026-01-29 14:55:00,DEBIT,RAW_MATERIALS,190321.79,-2768688.26,-2959010.05,EXPENSE,EXP_0004345,RTGS-Operational material procurement
TXN_00006197,MSME_GJ_0032,2026-02-02 10:27:00,DEBIT,RAW_MATERIALS,113673.81,-2959010.05,-3072683.86,EXPENSE,EXP_0004346,NEFT-Operational material procurement
TXN_00006198,MSME_GJ_0032,2026-02-02 15:19:00,DEBIT,MARKETING,57624.18,-3072683.86,-3130308.04,EXPENSE,EXP_0004347,NetBanking-Marketing operational expenditure
TXN_00006199,MSME_GJ_0032,2026-02-05 06:00:00,DEBIT,LOAN_EMI,315417.61,-3130308.04,-3445725.65,LOAN,LOAN_00022,Auto-Debit EMI to HDFC Bank
TXN_00006200,MSME_GJ_0032,2026-02-09 15:06:00,DEBIT,RAW_MATERIALS,700180.69,-3445725.65,-4145906.34,EXPENSE,EXP_0004342,RTGS-Operational material procurement
TXN_00006201,MSME_GJ_0032,2026-02-09 17:21:00,CREDIT,CUSTOMER_PAYMENT,822056.83,-4145906.34,-3323849.51,INVOICE,INV_0001495,Payment received from Gour-Keer Distributors
TXN_00006202,MSME_GJ_0032,2026-02-10 16:02:00,CREDIT,CUSTOMER_PAYMENT,850502.04,-3323849.51,-2473347.47,INVOICE,INV_0001499,"Payment received from Khosla, Garde and Vaidya Distributors"
TXN_00006203,MSME_GJ_0032,2026-02-12 12:04:00,DEBIT,RAW_MATERIALS,33614.87,-2473347.47,-2506962.34,EXPENSE,EXP_0004344,NEFT-Operational material procurement
TXN_00006204,MSME_GJ_0032,2026-02-13 13:05:00,DEBIT,PROFESSIONAL_FEES,155603.01,-2506962.34,-2662565.35,EXPENSE,EXP_0004349,NetBanking-Professional Fees operational expenditure
TXN_00006205,MSME_GJ_0032,2026-02-15 13:49:00,CREDIT,CUSTOMER_PAYMENT,824384.81,-2662565.35,-1838180.54,INVOICE,INV_0001496,"Payment received from Lad, Sarna and Dasgupta Distributors"
TXN_00006206,MSME_GJ_0032,2026-02-15 14:31:00,CREDIT,CUSTOMER_PAYMENT,523563.97,-1838180.54,-1314616.57,INVOICE,INV_0001494,Payment received from Mital Group Trading
TXN_00006207,MSME_GJ_0032,2026-02-16 14:30:00,DEBIT,GST_PAYMENT,251961.85,-1314616.57,-1566578.42,GST,GST_0000378,GST Payment Challan 2026-01 GSTR-3B
TXN_00006208,MSME_GJ_0032,2026-02-20 12:13:00,DEBIT,SALARY,435811.95,-1566578.42,-2002390.37,EXPENSE,EXP_0004350,NEFT-Monthly employee payroll
TXN_00006209,MSME_GJ_0032,2026-02-21 14:04:00,DEBIT,RAW_MATERIALS,1109026.12,-2002390.37,-3111416.49,EXPENSE,EXP_0004355,Cheque-Operational material procurement
TXN_00006210,MSME_GJ_0032,2026-02-22 10:14:00,DEBIT,RAW_MATERIALS,56798.48,-3111416.49,-3168214.97,EXPENSE,EXP_0004356,NEFT-Operational material procurement
